avg_session_time,sessions_per_week,levels_completed,time_to_complete_level,death_rate,retry_rate,accuracy,exploration_score,aggression_score,completion_rate
24.483570765056164,3.5193465142411724,11.231207075568237,14.605391462368564,3.662881268667413,1.4505953428765037,46.10833634450374,0.4175211418908512,0.2,60.1249932190725
21.308678494144075,4.532738913002578,3.1593264293734977,14.602969182726286,4.173473857485325,0.46966959309268963,56.97203822745604,0.6,0.2,75.0
25.23844269050346,2.8912398515431423,4.607258311577148,14.71345979513047,3.1810215587037067,0.1457966165447686,58.985773987974284,0.4367481665474305,0.3393134822142825,43.31400741121804
29.61514928204013,3.4017117220989412,12.97305637609086,24.306991934243364,1.7031680520441534,0.0,64.12119230817014,0.3686470313827602,0.44576865860535525,70.5872852988388
20.829233126383322,3.6901439917111123,10.683461752511768,17.527741808926212,3.3996879517526417,0.0,67.64432549254698,0.49218015019772526,0.2,58.27198262603535
20.8293152152541,2.598779528114164,9.264066654589284,17.72016658876428,2.348643106208171,0.0,46.87924646537705,0.4482687887209213,0.350026982384837,67.71920154836675
29.896064077536955,3.2240924818104166,10.073735732261573,20.12113381612737,2.4713833182502434,0.6335633255057417,48.51313991031729,0.44200944904518413,0.3473752143482579,64.41307151699246
25.837173645764544,3.012592400781795,11.390326821446685,16.955156636106054,3.586364018755093,0.7543625116149669,44.93937712868307,0.4606850593215671,0.5388337778208449,52.668438028900034
19.65262807032524,3.0976760985488316,7.840961278762554,14.963831416717188,4.238283071433636,0.0,53.12784112714415,0.6,0.3614978188287137,62.2899639245934
24.712800217929825,2.2269902161445336,6.886781098390749,15.214600603660086,3.0212715767360616,0.9475191570380577,58.73086699557068,0.28691115646740845,0.43829889847409287,41.42098548601713
19.682911535937688,3.0245101742589426,10.783381020390726,15.713594962343745,3.3088330125989636,0.25846947415828025,62.898676132712815,0.44736320768114546,0.41412571400874637,66.03247500571393
19.671351232148716,3.49799829124545,6.086508889539871,15.851111053960633,4.702214944635238,0.5733965059927747,54.39239181085982,0.3073618870018462,0.2,62.98158465990526
23.20981135783017,4.451143607795042,11.633011022857888,18.91051817454792,3.2407531794885682,1.3061103141277122,52.44121981396125,0.45555126463422485,0.47682072166317374,66.38660168643102
12.43359877671101,3.959270826085207,3.1896655830486385,16.207783543229198,5.0,0.948419657932766,56.21406393798992,0.3081313488513906,0.4215396505456288,70.5811832508715
13.375410837434837,5.0,14.116622549302575,18.93056030886232,3.5655096456315443,0.3657346760470839,48.31885678695981,0.35826331863949157,0.45082686396745897,63.67619840209711
19.188562353795135,2.2326524371119505,11.890389929652173,15.67713367956567,1.2392372408441823,0.05440388729235629,70.0,0.37049100857620937,0.6,61.480894197982764
16.93584439832788,3.872320636720678,11.024118937255503,16.31454076126436,3.7533416211045325,0.0,42.13871178305553,0.49758167193447095,0.2,51.18931663338708
23.571236662976368,3.1833420057383517,13.930763935782055,10.0,3.3811583848827778,0.14042334037878995,56.4779246311658,0.4918454443942414,0.5724696649761108,52.87779236350949
17.459879622393945,5.0,16.661897777850307,19.665310698809925,4.289752754082746,0.3944348805861528,70.0,0.27542826235536155,0.37125524805996446,71.86734620177332
14.938481493323543,2.1917017146448483,14.057480260072522,17.38595390359197,3.6731813512699585,0.006410236424408022,55.05439875647998,0.4054934110999849,0.42873289044030094,74.36335405705978
29.32824384460777,2.160278157819224,2.636503074673419,19.992040439438608,2.861544016016226,0.43437151645384764,53.47968771998804,0.32904201452508275,0.3954487754698758,57.61889563687946
20.871118497567323,2.400607354555978,4.881692133057194,10.0,1.7757017637106343,0.5384259414793842,52.140436617516585,0.2741495089324666,0.35757636666019565,60.460027472532744
22.33764102343962,1.0,7.500725689217285,24.353498819122912,2.790976742713975,0.38757200909596073,53.55686654590074,0.37829829495756295,0.34301670717612415,50.95385625006234
14.876259068932717,2.474244978319239,10.104364200843335,15.441641487379306,2.1494795457907,0.17499870958827013,65.98278779741224,0.3691517211544181,0.43295087355730094,71.72756845267445
19.278086377374088,2.240867338446302,12.070636081876492,20.432731266950064,2.4194765501952773,0.5843273359833638,40.0,0.6,0.2482826303328321,66.65416823691778
22.55461294854933,3.1503937864762075,7.097024747386138,11.840376291497876,3.5885784044206095,0.7209703247847046,67.2674696103706,0.4432959825360696,0.47505791675217657,75.0
16.245032112888488,3.3417559757771595,10.747067057908314,18.45109562025028,4.669904504351406,0.0,43.60834278039884,0.2622382499245763,0.35838055951147463,51.21676922820261
